 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  26.11.2025    Time:  15:11:27
 Units: L = cm   , T = hours, M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

     184.0000  0.14187E-01  0.00000E+00  0.14187E-01  0.00000E+00  0.37818E-02  0.32994E+00  0.00000E+00  0.32994E+00  0.00000E+00  0.26332E+01 -0.13495E+03  0.00000E+00  0.69933E+02  0.00000E+00  0.00000E+00  0.74905E+02  0.12760E+01  0.16059E+01    412  0.00000E+00      0.000
     185.0000  0.10886E-01  0.00000E+00  0.10886E-01  0.00000E+00  0.44285E-02  0.34082E+00  0.00000E+00  0.34082E+00  0.00000E+00  0.26377E+01 -0.13649E+03  0.00000E+00  0.70183E+02  0.00000E+00  0.00000E+00  0.74899E+02  0.12760E+01  0.16168E+01    413  0.00000E+00      0.000
     186.0000  0.68432E-02  0.00000E+00  0.68432E-02  0.00000E+00  0.29059E-02  0.34767E+00  0.00000E+00  0.34767E+00  0.00000E+00  0.26406E+01 -0.13655E+03  0.00000E+00  0.69892E+02  0.00000E+00  0.00000E+00  0.74895E+02  0.12760E+01  0.16237E+01    414  0.00000E+00      0.000
     187.0000  0.23341E-02  0.00000E+00  0.23340E-02  0.00000E+00  0.59838E-02  0.35000E+00  0.00000E+00  0.35000E+00  0.00000E+00  0.26466E+01 -0.13514E+03  0.00000E+00  0.70692E+02  0.00000E+00  0.00000E+00  0.74899E+02  0.12760E+01  0.16260E+01    415  0.00000E+00      0.000
     188.0000  0.00000E+00  0.00000E+00  0.20955E-08  0.00000E+00  0.51586E-02  0.35000E+00  0.00000E+00  0.35000E+00  0.00000E+00  0.26517E+01 -0.13384E+03  0.00000E+00  0.70600E+02  0.00000E+00  0.00000E+00  0.74904E+02  0.12760E+01  0.16260E+01    416  0.00000E+00      0.000
     189.0000  0.00000E+00  0.00000E+00 -0.77998E-08  0.00000E+00  0.41780E-02  0.35000E+00  0.00000E+00  0.35000E+00  0.00000E+00  0.26559E+01 -0.13332E+03  0.00000E+00  0.70450E+02  0.00000E+00  0.00000E+00  0.74908E+02  0.12760E+01  0.16260E+01    417  0.00000E+00      0.000
     190.0000  0.00000E+00  0.00000E+00 -0.33811E-07  0.00000E+00  0.44170E-02  0.35000E+00  0.00000E+00  0.35000E+00  0.00000E+00  0.26603E+01 -0.13299E+03  0.00000E+00  0.70550E+02  0.00000E+00  0.00000E+00  0.74912E+02  0.12760E+01  0.16260E+01    418  0.00000E+00      0.000
     191.0000  0.00000E+00  0.00000E+00  0.41458E-07  0.00000E+00  0.31155E-02  0.35000E+00  0.00000E+00  0.35000E+00  0.00000E+00  0.26634E+01 -0.13281E+03  0.00000E+00  0.70275E+02  0.00000E+00  0.00000E+00  0.74916E+02  0.12760E+01  0.16260E+01    419  0.00000E+00      0.000
     192.0000  0.00000E+00  0.00000E+00 -0.19751E-07  0.00000E+00  0.20628E-02  0.35000E+00  0.00000E+00  0.35000E+00  0.00000E+00  0.26655E+01 -0.13268E+03  0.00000E+00  0.70025E+02  0.00000E+00  0.00000E+00  0.74918E+02  0.12760E+01  0.16260E+01    420  0.00000E+00      0.000
     193.0000  0.00000E+00  0.00000E+00  0.20518E-07  0.00000E+00  0.29518E-02  0.35000E+00  0.00000E+00  0.35000E+00  0.00000E+00  0.26684E+01 -0.13260E+03  0.00000E+00  0.70225E+02  0.00000E+00  0.00000E+00  0.74921E+02  0.12760E+01  0.16260E+01    421  0.00000E+00      0.000
     194.0000  0.00000E+00  0.00000E+00  0.10259E-07  0.00000E+00  0.11182E-02  0.35000E+00  0.00000E+00  0.35000E+00  0.00000E+00  0.26696E+01 -0.13253E+03  0.00000E+00  0.69783E+02  0.00000E+00  0.00000E+00  0.74922E+02  0.12760E+01  0.16260E+01    422  0.00000E+00      0.000
     195.0000  0.00000E+00  0.00000E+00  0.10747E-07  0.00000E+00  0.18467E-02  0.35000E+00  0.00000E+00  0.35000E+00  0.00000E+00  0.26714E+01 -0.13248E+03  0.00000E+00  0.69933E+02  0.00000E+00  0.00000E+00  0.74924E+02  0.12760E+01  0.16260E+01    423  0.00000E+00      0.000
     196.0000  0.00000E+00  0.00000E+00  0.34468E-07  0.00000E+00  0.17288E-02  0.35000E+00  0.00000E+00  0.35000E+00  0.00000E+00  0.26731E+01 -0.13243E+03  0.00000E+00  0.69892E+02  0.00000E+00  0.00000E+00  0.74925E+02  0.12760E+01  0.16260E+01    424  0.00000E+00      0.000
     197.0000  0.00000E+00  0.00000E+00 -0.20718E-08  0.00000E+00  0.30696E-02  0.35000E+00  0.00000E+00  0.35000E+00  0.00000E+00  0.26762E+01 -0.13240E+03  0.00000E+00  0.70225E+02  0.00000E+00  0.00000E+00  0.74928E+02  0.12760E+01  0.16260E+01    425  0.00000E+00      0.000
     198.0000  0.00000E+00  0.00000E+00  0.11340E-07  0.00000E+00  0.36263E-02  0.35000E+00  0.00000E+00  0.35000E+00  0.00000E+00  0.26798E+01 -0.13237E+03  0.00000E+00  0.70400E+02  0.00000E+00  0.00000E+00  0.74932E+02  0.12760E+01  0.16260E+01    426  0.00000E+00      0.000
     199.0000  0.00000E+00  0.00000E+00 -0.13081E-07  0.00000E+00  0.21250E-02  0.35000E+00  0.00000E+00  0.35000E+00  0.00000E+00  0.26820E+01 -0.13234E+03  0.00000E+00  0.70083E+02  0.00000E+00  0.00000E+00  0.74934E+02  0.12760E+01  0.16260E+01    427  0.00000E+00      0.000
     200.0000 -0.18378E-02  0.00000E+00 -0.18378E-02  0.00000E+00  0.48378E-02  0.34816E+00  0.00000E+00  0.34816E+00  0.00000E+00  0.26871E+01 -0.13134E+03  0.00000E+00  0.70783E+02  0.00000E+00  0.00000E+00  0.74941E+02  0.12830E+01  0.16312E+01    437  0.00000E+00      0.000
     201.0000  0.15135E-01  0.00000E+00  0.15135E-01  0.00000E+00  0.36934E-02  0.36330E+00  0.00000E+00  0.36330E+00  0.00000E+00  0.26908E+01 -0.13993E+03  0.00000E+00  0.70583E+02  0.00000E+00  0.00000E+00  0.74930E+02  0.12830E+01  0.16463E+01    440  0.00000E+00      0.000
     202.0000  0.24076E-01  0.00000E+00  0.24076E-01  0.00000E+00  0.50784E-02  0.38737E+00  0.00000E+00  0.38737E+00  0.00000E+00  0.26960E+01 -0.14871E+03  0.00000E+00  0.70967E+02  0.00000E+00  0.00000E+00  0.74911E+02  0.12830E+01  0.16704E+01    442  0.00000E+00      0.000
     203.0000  0.31377E-01  0.00000E+00  0.31377E-01  0.00000E+00  0.26178E-02  0.41875E+00  0.00000E+00  0.41875E+00  0.00000E+00  0.26986E+01 -0.15912E+03  0.00000E+00  0.70442E+02  0.00000E+00  0.00000E+00  0.74882E+02  0.12830E+01  0.17018E+01    444  0.00000E+00      0.000
     204.0000  0.36539E-01  0.00000E+00  0.36539E-01  0.00000E+00  0.44710E-02  0.45529E+00  0.00000E+00  0.45529E+00  0.00000E+00  0.27031E+01 -0.16974E+03  0.00000E+00  0.70892E+02  0.00000E+00  0.00000E+00  0.74850E+02  0.12830E+01  0.17383E+01    445  0.00000E+00      0.000
     205.0000  0.39211E-01  0.00000E+00  0.39211E-01  0.00000E+00  0.42680E-02  0.49450E+00  0.00000E+00  0.49450E+00  0.00000E+00  0.27073E+01 -0.17980E+03  0.00000E+00  0.70900E+02  0.00000E+00  0.00000E+00  0.74815E+02  0.12830E+01  0.17775E+01    446  0.00000E+00      0.000
     206.0000  0.39211E-01  0.00000E+00  0.39211E-01  0.00000E+00  0.42369E-02  0.53371E+00  0.00000E+00  0.53371E+00  0.00000E+00  0.27116E+01 -0.18845E+03  0.00000E+00  0.70950E+02  0.00000E+00  0.00000E+00  0.74780E+02  0.12830E+01  0.18167E+01    447  0.00000E+00      0.000
     207.0000  0.36539E-01  0.00000E+00  0.36539E-01  0.00000E+00  0.30795E-02  0.57025E+00  0.00000E+00  0.57025E+00  0.00000E+00  0.27147E+01 -0.19440E+03  0.00000E+00  0.70708E+02  0.00000E+00  0.00000E+00  0.74747E+02  0.12830E+01  0.18533E+01    448  0.00000E+00      0.000
     208.0000  0.31377E-01  0.00000E+00  0.31377E-01  0.00000E+00  0.43270E-02  0.60163E+00  0.00000E+00  0.60163E+00  0.00000E+00  0.27190E+01 -0.19647E+03  0.00000E+00  0.71033E+02  0.00000E+00  0.00000E+00  0.74719E+02  0.12830E+01  0.18846E+01    449  0.00000E+00      0.000
     209.0000  0.24076E-01  0.00000E+00  0.24076E-01  0.00000E+00  0.34364E-02  0.62570E+00  0.00000E+00  0.62570E+00  0.00000E+00  0.27224E+01 -0.19418E+03  0.00000E+00  0.70858E+02  0.00000E+00  0.00000E+00  0.74699E+02  0.12830E+01  0.19087E+01    450  0.00000E+00      0.000
     210.0000  0.15135E-01  0.00000E+00  0.15135E-01  0.00000E+00  0.27144E-02  0.64084E+00  0.00000E+00  0.64084E+00  0.00000E+00  0.27251E+01 -0.18789E+03  0.00000E+00  0.70708E+02  0.00000E+00  0.00000E+00  0.74686E+02  0.12830E+01  0.19238E+01    451  0.00000E+00      0.000
     211.0000  0.51622E-02  0.00000E+00  0.51623E-02  0.00000E+00  0.28175E-02  0.64600E+00  0.00000E+00  0.64600E+00  0.00000E+00  0.27280E+01 -0.17857E+03  0.00000E+00  0.70733E+02  0.00000E+00  0.00000E+00  0.74684E+02  0.12830E+01  0.19290E+01    452  0.00000E+00      0.000
     212.0000 -0.16600E+00  0.00000E+00 -0.16600E+00  0.00000E+00  0.24312E-02  0.48000E+00  0.00000E+00  0.48000E+00  0.00000E+00  0.27304E+01 -0.90234E+02  0.00000E+00  0.70642E+02  0.00000E+00  0.00000E+00  0.74852E+02  0.14490E+01  0.19290E+01    462  0.00000E+00      0.000
     213.0000  0.00000E+00  0.00000E+00 -0.21420E-07  0.00000E+00  0.53043E-02  0.48000E+00  0.00000E+00  0.48000E+00  0.00000E+00  0.27360E+01 -0.12415E+03  0.00000E+00  0.71383E+02  0.00000E+00  0.00000E+00  0.74858E+02  0.14490E+01  0.19290E+01    466  0.00000E+00      0.000
     214.0000 -0.10000E-01  0.00000E+00 -0.10000E-01  0.00000E+00 -0.10740E-02  0.47000E+00  0.00000E+00  0.47000E+00  0.00000E+00  0.27344E+01 -0.12553E+03  0.00000E+00  0.69833E+02  0.00000E+00  0.00000E+00  0.74866E+02  0.14590E+01  0.19290E+01    476  0.00000E+00      0.000
     215.0000  0.00000E+00  0.00000E+00 -0.29337E-07  0.00000E+00  0.21119E-03  0.47000E+00  0.00000E+00  0.47000E+00  0.00000E+00  0.27345E+01 -0.13077E+03  0.00000E+00  0.70033E+02  0.00000E+00  0.00000E+00  0.74867E+02  0.14590E+01  0.19290E+01    479  0.00000E+00      0.000
     216.0000 -0.25000E-01  0.00000E+00 -0.25000E-01  0.00000E+00  0.11902E-02  0.44500E+00  0.00000E+00  0.44500E+00  0.00000E+00  0.27357E+01 -0.12004E+03  0.00000E+00  0.70233E+02  0.00000E+00  0.00000E+00  0.74893E+02  0.14840E+01  0.19290E+01    489  0.00000E+00      0.000
     217.0000 -0.50000E-02  0.00000E+00 -0.50001E-02  0.00000E+00 -0.94954E-03  0.44000E+00  0.00000E+00  0.44000E+00  0.00000E+00  0.27345E+01 -0.12559E+03  0.00000E+00  0.69667E+02  0.00000E+00  0.00000E+00  0.74897E+02  0.14890E+01  0.19290E+01    499  0.00000E+00      0.000
     218.0000  0.00000E+00  0.00000E+00  0.50059E-08  0.00000E+00 -0.11984E-02  0.44000E+00  0.00000E+00  0.44000E+00  0.00000E+00  0.27331E+01 -0.12888E+03  0.00000E+00  0.69517E+02  0.00000E+00  0.00000E+00  0.74895E+02  0.14890E+01  0.19290E+01    502  0.00000E+00      0.000
     219.0000  0.00000E+00  0.00000E+00  0.23865E-07  0.00000E+00 -0.21545E-02  0.44000E+00  0.00000E+00  0.44000E+00  0.00000E+00  0.27308E+01 -0.13022E+03  0.00000E+00  0.69200E+02  0.00000E+00  0.00000E+00  0.74893E+02  0.14890E+01  0.19290E+01    504  0.00000E+00      0.000
     220.0000  0.00000E+00  0.00000E+00 -0.85856E-08  0.00000E+00  0.32743E-05  0.44000E+00  0.00000E+00  0.44000E+00  0.00000E+00  0.27308E+01 -0.13108E+03  0.00000E+00  0.69633E+02  0.00000E+00  0.00000E+00  0.74893E+02  0.14890E+01  0.19290E+01    506  0.00000E+00      0.000
     221.0000 -0.12700E+00  0.00000E+00 -0.12700E+00  0.00000E+00  0.63194E-03  0.31300E+00  0.00000E+00  0.31300E+00  0.00000E+00  0.27315E+01 -0.82208E+02  0.00000E+00  0.69783E+02  0.00000E+00  0.00000E+00  0.75021E+02  0.16160E+01  0.19290E+01    516  0.00000E+00      0.000
     222.0000 -0.13000E+00  0.00000E+00 -0.13000E+00  0.00000E+00  0.41485E-02  0.18300E+00  0.00000E+00  0.18300E+00  0.00000E+00  0.27359E+01 -0.68067E+02  0.00000E+00  0.70675E+02  0.00000E+00  0.00000E+00  0.75155E+02  0.17460E+01  0.19290E+01    519  0.00000E+00      0.000
     223.0000  0.00000E+00  0.00000E+00  0.35390E-07  0.00000E+00  0.11411E-02  0.18300E+00  0.00000E+00  0.18300E+00  0.00000E+00  0.27370E+01 -0.92344E+02  0.00000E+00  0.70017E+02  0.00000E+00  0.00000E+00  0.75156E+02  0.17460E+01  0.19290E+01    521  0.00000E+00      0.000
     224.0000 -0.76707E-01  0.00000E+00 -0.76707E-01  0.00000E+00  0.16732E-02  0.10629E+00  0.00000E+00  0.10629E+00  0.00000E+00  0.27387E+01 -0.76304E+02  0.00000E+00  0.70117E+02  0.00000E+00  0.00000E+00  0.75235E+02  0.18270E+01  0.19333E+01    531  0.00000E+00      0.000
     225.0000  0.12587E-01  0.00000E+00  0.12588E-01  0.00000E+00  0.19155E-03  0.11888E+00  0.00000E+00  0.11888E+00  0.00000E+00  0.27387E+01 -0.98044E+02  0.00000E+00  0.69733E+02  0.00000E+00  0.00000E+00  0.75222E+02  0.18270E+01  0.19459E+01    534  0.00000E+00      0.000
     226.0000  0.20024E-01  0.00000E+00  0.20024E-01  0.00000E+00 -0.30222E-02  0.13890E+00  0.00000E+00  0.13890E+00  0.00000E+00  0.27355E+01 -0.10904E+03  0.00000E+00  0.68875E+02  0.00000E+00  0.00000E+00  0.75199E+02  0.18270E+01  0.19659E+01    536  0.00000E+00      0.000
     227.0000  0.26095E-01  0.00000E+00  0.26095E-01  0.00000E+00 -0.31073E-02  0.16500E+00  0.00000E+00  0.16500E+00  0.00000E+00  0.27322E+01 -0.11901E+03  0.00000E+00  0.68692E+02  0.00000E+00  0.00000E+00  0.75169E+02  0.18270E+01  0.19920E+01    538  0.00000E+00      0.000
     228.0000  0.30389E-01  0.00000E+00  0.30389E-01  0.00000E+00 -0.44367E-03  0.19539E+00  0.00000E+00  0.19539E+00  0.00000E+00  0.27318E+01 -0.12820E+03  0.00000E+00  0.69233E+02  0.00000E+00  0.00000E+00  0.75139E+02  0.18270E+01  0.20224E+01    539  0.00000E+00      0.000
     229.0000  0.32611E-01  0.00000E+00  0.32611E-01  0.00000E+00 -0.49458E-02  0.22800E+00  0.00000E+00  0.22800E+00  0.00000E+00  0.27268E+01 -0.13661E+03  0.00000E+00  0.68092E+02  0.00000E+00  0.00000E+00  0.75101E+02  0.18270E+01  0.20550E+01    540  0.00000E+00      0.000
     230.0000  0.32611E-01  0.00000E+00  0.32611E-01  0.00000E+00 -0.64045E-02  0.26061E+00  0.00000E+00  0.26061E+00  0.00000E+00  0.27204E+01 -0.14373E+03  0.00000E+00  0.67583E+02  0.00000E+00  0.00000E+00  0.75062E+02  0.18270E+01  0.20876E+01    541  0.00000E+00      0.000
     231.0000  0.30389E-01  0.00000E+00  0.30389E-01  0.00000E+00 -0.61982E-02  0.29100E+00  0.00000E+00  0.29100E+00  0.00000E+00  0.27142E+01 -0.14894E+03  0.00000E+00  0.67433E+02  0.00000E+00  0.00000E+00  0.75025E+02  0.18270E+01  0.21180E+01    542  0.00000E+00      0.000
     232.0000  0.26095E-01  0.00000E+00  0.26095E-01  0.00000E+00 -0.78976E-02  0.31710E+00  0.00000E+00  0.31710E+00  0.00000E+00  0.27063E+01 -0.15176E+03  0.00000E+00  0.66858E+02  0.00000E+00  0.00000E+00  0.74991E+02  0.18270E+01  0.21441E+01    543  0.00000E+00      0.000
     233.0000  0.20024E-01  0.00000E+00  0.20024E-01  0.00000E+00 -0.71281E-02  0.33712E+00  0.00000E+00  0.33712E+00  0.00000E+00  0.26992E+01 -0.15189E+03  0.00000E+00  0.66858E+02  0.00000E+00  0.00000E+00  0.74964E+02  0.18270E+01  0.21641E+01    544  0.00000E+00      0.000
     234.0000  0.12587E-01  0.00000E+00  0.12587E-01  0.00000E+00 -0.72918E-02  0.34971E+00  0.00000E+00  0.34971E+00  0.00000E+00  0.26919E+01 -0.14941E+03  0.00000E+00  0.66667E+02  0.00000E+00  0.00000E+00  0.74944E+02  0.18270E+01  0.21767E+01    545  0.00000E+00      0.000
     235.0000  0.42934E-02  0.00000E+00  0.42933E-02  0.00000E+00 -0.52503E-02  0.35400E+00  0.00000E+00  0.35400E+00  0.00000E+00  0.26866E+01 -0.14477E+03  0.00000E+00  0.67033E+02  0.00000E+00  0.00000E+00  0.74935E+02  0.18270E+01  0.21810E+01    546  0.00000E+00      0.000
     236.0000  0.00000E+00  0.00000E+00 -0.10943E-07  0.00000E+00 -0.54861E-02  0.35400E+00  0.00000E+00  0.35400E+00  0.00000E+00  0.26812E+01 -0.14082E+03  0.00000E+00  0.66908E+02  0.00000E+00  0.00000E+00  0.74929E+02  0.18270E+01  0.21810E+01    547  0.00000E+00      0.000
     237.0000  0.00000E+00  0.00000E+00 -0.61700E-08  0.00000E+00 -0.76815E-02  0.35400E+00  0.00000E+00  0.35400E+00  0.00000E+00  0.26735E+01 -0.13872E+03  0.00000E+00  0.66308E+02  0.00000E+00  0.00000E+00  0.74922E+02  0.18270E+01  0.21810E+01    548  0.00000E+00      0.000
     238.0000  0.00000E+00  0.00000E+00  0.55879E-08  0.00000E+00 -0.79401E-02  0.35400E+00  0.00000E+00  0.35400E+00  0.00000E+00  0.26655E+01 -0.13724E+03  0.00000E+00  0.66108E+02  0.00000E+00  0.00000E+00  0.74914E+02  0.18270E+01  0.21810E+01    549  0.00000E+00      0.000
     239.0000  0.00000E+00  0.00000E+00  0.15949E-07  0.00000E+00 -0.55696E-02  0.35400E+00  0.00000E+00  0.35400E+00  0.00000E+00  0.26600E+01 -0.13621E+03  0.00000E+00  0.66550E+02  0.00000E+00  0.00000E+00  0.74908E+02  0.18270E+01  0.21810E+01    550  0.00000E+00      0.000
     240.0000  0.00000E+00  0.00000E+00  0.14523E-07  0.00000E+00 -0.63914E-02  0.35400E+00  0.00000E+00  0.35400E+00  0.00000E+00  0.26536E+01 -0.13541E+03  0.00000E+00  0.66300E+02  0.00000E+00  0.00000E+00  0.74902E+02  0.18270E+01  0.21810E+01    551  0.00000E+00      0.000
     241.0000  0.00000E+00  0.00000E+00  0.47439E-08  0.00000E+00 -0.73491E-02  0.35400E+00  0.00000E+00  0.35400E+00  0.00000E+00  0.26462E+01 -0.13479E+03  0.00000E+00  0.66000E+02  0.00000E+00  0.00000E+00  0.74894E+02  0.18270E+01  0.21810E+01    552  0.00000E+00      0.000
     242.0000  0.00000E+00  0.00000E+00 -0.84692E-08  0.00000E+00 -0.77371E-02  0.35400E+00  0.00000E+00  0.35400E+00  0.00000E+00  0.26385E+01 -0.13428E+03  0.00000E+00  0.65800E+02  0.00000E+00  0.00000E+00  0.74887E+02  0.18270E+01  0.21810E+01    553  0.00000E+00      0.000
     243.0000  0.00000E+00  0.00000E+00  0.11249E-07  0.00000E+00 -0.68776E-02  0.35400E+00  0.00000E+00  0.35400E+00  0.00000E+00  0.26316E+01 -0.13387E+03  0.00000E+00  0.65900E+02  0.00000E+00  0.00000E+00  0.74880E+02  0.18270E+01  0.21810E+01    554  0.00000E+00      0.000
     244.0000  0.00000E+00  0.00000E+00  0.19121E-07  0.00000E+00 -0.72820E-02  0.35400E+00  0.00000E+00  0.35400E+00  0.00000E+00  0.26243E+01 -0.13353E+03  0.00000E+00  0.65725E+02  0.00000E+00  0.00000E+00  0.74872E+02  0.18270E+01  0.21810E+01    555  0.00000E+00      0.000
     245.0000  0.00000E+00  0.00000E+00 -0.44325E-07  0.00000E+00 -0.77371E-02  0.35400E+00  0.00000E+00  0.35400E+00  0.00000E+00  0.26166E+01 -0.13325E+03  0.00000E+00  0.65533E+02  0.00000E+00  0.00000E+00  0.74865E+02  0.18270E+01  0.21810E+01    556  0.00000E+00      0.000
     246.0000  0.00000E+00  0.00000E+00 -0.15389E-07  0.00000E+00 -0.48967E-02  0.35400E+00  0.00000E+00  0.35400E+00  0.00000E+00  0.26117E+01 -0.13300E+03  0.00000E+00  0.66125E+02  0.00000E+00  0.00000E+00  0.74860E+02  0.18270E+01  0.21810E+01    557  0.00000E+00      0.000
     247.0000  0.00000E+00  0.00000E+00 -0.13883E-07  0.00000E+00 -0.55810E-02  0.35400E+00  0.00000E+00  0.35400E+00  0.00000E+00  0.26061E+01 -0.13280E+03  0.00000E+00  0.65950E+02  0.00000E+00  0.00000E+00  0.74854E+02  0.18270E+01  0.21810E+01    558  0.00000E+00      0.000
     248.0000  0.39185E-02  0.00000E+00  0.39185E-02  0.00000E+00 -0.51652E-02  0.35792E+00  0.00000E+00  0.35792E+00  0.00000E+00  0.26009E+01 -0.13459E+03  0.00000E+00  0.66025E+02  0.00000E+00  0.00000E+00  0.74845E+02  0.18270E+01  0.21849E+01    559  0.00000E+00      0.000
     249.0000  0.11489E-01  0.00000E+00  0.11489E-01  0.00000E+00 -0.61622E-02  0.36941E+00  0.00000E+00  0.36941E+00  0.00000E+00  0.25948E+01 -0.13915E+03  0.00000E+00  0.65750E+02  0.00000E+00  0.00000E+00  0.74828E+02  0.18270E+01  0.21964E+01    560  0.00000E+00      0.000
     250.0000  0.18276E-01  0.00000E+00  0.18276E-01  0.00000E+00 -0.51947E-02  0.38768E+00  0.00000E+00  0.38768E+00  0.00000E+00  0.25896E+01 -0.14519E+03  0.00000E+00  0.65925E+02  0.00000E+00  0.00000E+00  0.74804E+02  0.18270E+01  0.22147E+01    561  0.00000E+00      0.000
     251.0000  0.23817E-01  0.00000E+00  0.23817E-01  0.00000E+00 -0.61671E-02  0.41150E+00  0.00000E+00  0.41150E+00  0.00000E+00  0.25834E+01 -0.15219E+03  0.00000E+00  0.65650E+02  0.00000E+00  0.00000E+00  0.74774E+02  0.18270E+01  0.22385E+01    562  0.00000E+00      0.000
     252.0000  0.27736E-01  0.00000E+00  0.27736E-01  0.00000E+00 -0.43695E-02  0.43924E+00  0.00000E+00  0.43924E+00  0.00000E+00  0.25791E+01 -0.15966E+03  0.00000E+00  0.66025E+02  0.00000E+00  0.00000E+00  0.74742E+02  0.18270E+01  0.22662E+01    563  0.00000E+00      0.000
     253.0000  0.29764E-01  0.00000E+00  0.29764E-01  0.00000E+00 -0.50236E-02  0.46900E+00  0.00000E+00  0.46900E+00  0.00000E+00  0.25740E+01 -0.16662E+03  0.00000E+00  0.65850E+02  0.00000E+00  0.00000E+00  0.74707E+02  0.18270E+01  0.22960E+01    564  0.00000E+00      0.000
     254.0000  0.29764E-01  0.00000E+00  0.29764E-01  0.00000E+00 -0.57234E-02  0.49876E+00  0.00000E+00  0.49876E+00  0.00000E+00  0.25683E+01 -0.17231E+03  0.00000E+00  0.65650E+02  0.00000E+00  0.00000E+00  0.74672E+02  0.18270E+01  0.23258E+01    565  0.00000E+00      0.000
     255.0000  0.27736E-01  0.00000E+00  0.27736E-01  0.00000E+00 -0.43253E-02  0.52650E+00  0.00000E+00  0.52650E+00  0.00000E+00  0.25640E+01 -0.17604E+03  0.00000E+00  0.65925E+02  0.00000E+00  0.00000E+00  0.74640E+02  0.18270E+01  0.23535E+01    566  0.00000E+00      0.000
     256.0000  0.23817E-01  0.00000E+00  0.23817E-01  0.00000E+00 -0.50686E-02  0.55032E+00  0.00000E+00  0.55032E+00  0.00000E+00  0.25589E+01 -0.17722E+03  0.00000E+00  0.65725E+02  0.00000E+00  0.00000E+00  0.74611E+02  0.18270E+01  0.23773E+01    567  0.00000E+00      0.000
     257.0000  0.18276E-01  0.00000E+00  0.18276E-01  0.00000E+00 -0.60427E-02  0.56859E+00  0.00000E+00  0.56859E+00  0.00000E+00  0.25529E+01 -0.17562E+03  0.00000E+00  0.65450E+02  0.00000E+00  0.00000E+00  0.74586E+02  0.18270E+01  0.23956E+01    568  0.00000E+00      0.000
     258.0000  0.11489E-01  0.00000E+00  0.11489E-01  0.00000E+00 -0.16846E-02  0.58008E+00  0.00000E+00  0.58008E+00  0.00000E+00  0.25512E+01 -0.17138E+03  0.00000E+00  0.66425E+02  0.00000E+00  0.00000E+00  0.74573E+02  0.18270E+01  0.24071E+01    569  0.00000E+00      0.000
     259.0000 -0.73081E-01  0.00000E+00 -0.73081E-01  0.00000E+00 -0.50915E-02  0.50700E+00  0.00000E+00  0.50700E+00  0.00000E+00  0.25459E+01 -0.12054E+03  0.00000E+00  0.65650E+02  0.00000E+00  0.00000E+00  0.74641E+02  0.19040E+01  0.24110E+01    579  0.00000E+00      0.000
     260.0000 -0.52400E+00  0.00000E+00 -0.52400E+00  0.00000E+00 -0.39619E-02 -0.17000E-01  0.00000E+00 -0.17000E-01  0.00000E+00  0.25419E+01 -0.19986E+02  0.00000E+00  0.65867E+02  0.00000E+00  0.00000E+00  0.75161E+02  0.24280E+01  0.24110E+01    589  0.00000E+00      0.000
     261.0000 -0.28900E+00  0.00000E+00 -0.28900E+00  0.00000E+00 -0.57611E-02 -0.30600E+00  0.00000E+00 -0.30600E+00  0.00000E+00  0.25359E+01 -0.22939E+02  0.00000E+00  0.65392E+02  0.00000E+00  0.00000E+00  0.75444E+02  0.27170E+01  0.24110E+01    599  0.00000E+00      0.000
     262.0000  0.00000E+00  0.00000E+00  0.53085E-07  0.00000E+00 -0.58413E-02 -0.30600E+00  0.00000E+00 -0.30600E+00  0.00000E+00  0.25299E+01 -0.56932E+02  0.00000E+00  0.65283E+02  0.00000E+00  0.00000E+00  0.75438E+02  0.27170E+01  0.24110E+01    603  0.00000E+00      0.000
     263.0000  0.00000E+00  0.00000E+00 -0.27008E-07  0.00000E+00 -0.49000E-02 -0.30600E+00  0.00000E+00 -0.30600E+00  0.00000E+00  0.25249E+01 -0.68075E+02  0.00000E+00  0.65433E+02  0.00000E+00  0.00000E+00  0.75433E+02  0.27170E+01  0.24110E+01    605  0.00000E+00      0.000
     264.0000  0.00000E+00  0.00000E+00 -0.33993E-07  0.00000E+00 -0.62768E-02 -0.30600E+00  0.00000E+00 -0.30600E+00  0.00000E+00  0.25185E+01 -0.75394E+02  0.00000E+00  0.65058E+02  0.00000E+00  0.00000E+00  0.75427E+02  0.27170E+01  0.24110E+01    607  0.00000E+00      0.000
     265.0000  0.00000E+00  0.00000E+00  0.16997E-07  0.00000E+00 -0.40143E-02 -0.30600E+00  0.00000E+00 -0.30600E+00  0.00000E+00  0.25145E+01 -0.80512E+02  0.00000E+00  0.65508E+02  0.00000E+00  0.00000E+00  0.75423E+02  0.27170E+01  0.24110E+01    608  0.00000E+00      0.000
